#
#num reg  count-read  count-written
#
 10 rax                      24           0
## Basic Block at 0x00007fe06ec63a2a
 10 rax                      24           0
## Basic Block at 0x00007fe06ec63a2f
  3 rdi                       0          12
  4 rsi                       0          12
  5 rbp                      12          12
  6 rsp                      36          36
  7 rbx                      24          12
  8 rdx                       0          12
 10 rax                      24           0
## Basic Block at 0x00007fe06ebf40d5
 10 rax                      12           0
 15 r12                      12           0
## Basic Block at 0x00007fe06ebf3e83
  3 rdi                      24          12
  5 rbp                      12           0
## Basic Block at 0x00007fe06ebf3e90
## Basic Block at 0x00007fe06ebf3f90
 10 rax                       0          12
 17 r14                      12           0
## Basic Block at 0x00007fe06ebf3eb2
 10 rax                      12           0
## Basic Block at 0x00007fe06ebf3ebe
 10 rax                      12           0
## Basic Block at 0x00007fe06ebf3a9d
  5 rbp                      12           0
  7 rbx                      12          24
## Basic Block at 0x00007fe06ebf3ab0
  5 rbp                      12          12
  6 rsp                      84          96
  7 rbx                       0          12
 15 r12                       0          12
 16 r13                       0          12
 17 r14                       0          12
 18 r15                       0          12
## Basic Block at 0x00007fe06ebf327e
  6 rsp                      12           0
 10 rax                      36           0
 16 r13                      12           0
## Basic Block at 0x00007fe06ebf328b
 10 rax                      12           0
## Basic Block at 0x00007fe06ebf3291
  6 rsp                      12           0
 10 rax                      24          12
 16 r13                      12           0
 18 r15                      12          12
## Basic Block at 0x00007fe06ebf32a9
  3 rdi                       0          12
  4 rsi                       0          12
  6 rsp                      24          12
  7 rbx                      12           0
  9 rcx                      24          12
 16 r13                      12           0
 18 r15                      12           0
## Basic Block at 0x00007fe06ebf32c0
## Basic Block at 0x00007fe06ebf32c8
  3 rdi                       0          12
  6 rsp                      12          12
 18 r15                      12           0
## Basic Block at 0x00007fe06ec639c0
  3 rdi                      14           0
  5 rbp                      14          14
  6 rsp                      56          56
  7 rbx                      14           0
## Basic Block at 0x00007fe06ec639ce
  3 rdi                       0          14
  6 rsp                      14          14
  7 rbx                      14          14
 10 rax                      14           0
## Basic Block at 0x00007fe06ec639da
 10 rax                      28           0
## Basic Block at 0x00007fe06ec639df
  3 rdi                       0          14
  4 rsi                       0          14
  5 rbp                      14          14
  6 rsp                      42          42
  7 rbx                      14          14
  8 rdx                       0          14
 10 rax                      14           0
## Basic Block at 0x00007fe06ebf32d0
  6 rsp                      12           0
 10 rax                      36           0
 16 r13                      12           0
## Basic Block at 0x00007fe06ebf32de
## Basic Block at 0x00007fe06ebf32e6
## Basic Block at 0x00007fe06ebf3249
 15 r12                      12          12
## Basic Block at 0x00007fe06ebf325a
## Basic Block at 0x00007fe06ebf3264
  3 rdi                       0          10
  4 rsi                       0          10
  5 rbp                      10           0
  6 rsp                      30          10
  9 rcx                       0          10
 16 r13                      10          10
## Basic Block at 0x00007fe06ebfaa75
 17 r14                       0          13
## Basic Block at 0x00007fe06ebfaccf
  3 rdi                     200         300
  5 rbp                     100           0
  6 rsp                     100         100
  7 rbx                     100           0
 10 rax                     200           0
 16 r13                     100           0
 18 r15                       0         100
## Basic Block at 0x00007fe06ebfad8a
  6 rsp                      14           0
 10 rax                      28          14
## Basic Block at 0x00007fe06ebfada0
  3 rdi                      10           5
 10 rax                      15           0
 17 r14                       5           5
## Basic Block at 0x00007fe06ebfadb8
  4 rsi                       0           5
  5 rbp                       5           0
  6 rsp                       5           5
## Basic Block at 0x00007fe06ebf4878
  8 rdx                       2           0
## Basic Block at 0x00007fe06ebf487e
## Basic Block at 0x00007fe06ebe9560
  3 rdi                       0          11
  4 rsi                       0          11
  5 rbp                      11           0
  6 rsp                      22          11
  7 rbx                      11           0
  8 rdx                       0          11
## Basic Block at 0x00007fe06ebfad8a
  6 rsp                      14           0
 10 rax                      28          14
## Basic Block at 0x00007fe06ebfada0
  3 rdi                      10           5
 10 rax                      15           0
 17 r14                       5           5
## Basic Block at 0x00007fe06ebfadb8
  4 rsi                       0           5
  5 rbp                       5           0
  6 rsp                       5           5
## Basic Block at 0x00007fe06ebf45b8
  8 rdx                      10           0
## Basic Block at 0x00007fe06ebf45c2
## Basic Block at 0x00007fe06ebfad8a
  6 rsp                      42           0
 10 rax                      84          42
## Basic Block at 0x00007fe06ebfada0
  3 rdi                      30          15
 10 rax                      45           0
 17 r14                      15          15
## Basic Block at 0x00007fe06ebfadb8
  4 rsi                       0          15
  5 rbp                      15           0
  6 rsp                      15          15
## Basic Block at 0x00007fe06ebf4888
  8 rdx                      13           0
## Basic Block at 0x00007fe06ebf4892
## Basic Block at 0x00007fe06ebf4968
## Basic Block at 0x00007fe06ebf4972
  8 rdx                      35           0
  9 rcx                      35           0
 10 rax                      35           0
 15 r12                      35           0
## Basic Block at 0x00007fe06ebf481d
  8 rdx                      70          35
 18 r15                      35           0
## Basic Block at 0x00007fe06ebf4826
  8 rdx                      35           0
  9 rcx                      70           0
 13 r10                       0          35
 15 r12                      35           0
 17 r14                      35           0
## Basic Block at 0x00007fe06ebf4833
## Basic Block at 0x00007fe06ebfad8a
  6 rsp                      28           0
 10 rax                      56          28
## Basic Block at 0x00007fe06ebfada0
  3 rdi                      20          10
 10 rax                      30           0
 17 r14                      10          10
## Basic Block at 0x00007fe06ebfadb8
  4 rsi                       0          10
  5 rbp                      10           0
  6 rsp                      10          10
## Basic Block at 0x00007fe06ec5ab36
  3 rdi                      90          90
  4 rsi                      30           0
  7 rbx                      15           0
  8 rdx                      15           0
  9 rcx                      45          15
 10 rax                      15           0
 11 r8                       30          15
 17 r14                      15           0
## Basic Block at 0x00007fe06ec5ab7b
## Basic Block at 0x00007fe06ebf48a0
  8 rdx                       7           0
## Basic Block at 0x00007fe06ebf48aa
## Basic Block at 0x00007fe06ebfad8a
  6 rsp                      28           0
 10 rax                      56          28
## Basic Block at 0x00007fe06ebfada0
  3 rdi                      20          10
 10 rax                      30           0
 17 r14                      10          10
## Basic Block at 0x00007fe06ebfadb8
  4 rsi                       0          10
  5 rbp                      10           0
  6 rsp                      10          10
## Basic Block at 0x00007fe06ec5a7f0
  3 rdi                       0           2
  8 rdx                       6           4
  9 rcx                       4           0
 11 r8                        0           2
 17 r14                       2           0
## Basic Block at 0x00007fe06ec5a9aa
  4 rsi                       3           3
## Basic Block at 0x00007fe06ec5a9b2
## Basic Block at 0x00007fe06ec5b0d7
  3 rdi                       2           0
  4 rsi                       1           0
  7 rbx                       2           1
  8 rdx                       5           5
  9 rcx                       1           0
 10 rax                       1           0
 11 r8                        2           1
 17 r14                       1           0
## Basic Block at 0x00007fe06ec5a992
## Basic Block at 0x00007fe06ec5a99a
## Basic Block at 0x00007fe06ec5a9a2
## Basic Block at 0x00007fe06ebf48b0
  8 rdx                       3           0
## Basic Block at 0x00007fe06ebf48ba
## Basic Block at 0x00007fe06ec5a78c
  3 rdi                       1           1
 11 r8                        2           1
## Basic Block at 0x00007fe06ec5a7a0
  3 rdi                       2           2
  7 rbx                       1           0
## Basic Block at 0x00007fe06ec5a7b5
  3 rdi                       2           0
  5 rbp                       1           1
 11 r8                        2           0
 14 r11                       1           1
 15 r12                       0           1
## Basic Block at 0x00007fe06ec5a7e1
  8 rdx                       1           0
 10 rax                       1           0
## Basic Block at 0x00007fe06ec5a7e6
## Basic Block at 0x00007fe06ec5a480
  9 rcx                       1           1
## Basic Block at 0x00007fe06ec5a492
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       0           1
  9 rcx                       1           0
 10 rax                       0           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe06ec5d0ac
  8 rdx                       0           1
 10 rax                       3           0
## Basic Block at 0x00007fe06ec5d0b8
 10 rax                       1           1
## Basic Block at 0x00007fe06ec5d0c4
## Basic Block at 0x00007fe06ebf3710
## Basic Block at 0x00007fe06ebf3264
  3 rdi                       0           1
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       3           1
  9 rcx                       0           1
 16 r13                       1           1
## Basic Block at 0x00007fe06ebfad8a
  6 rsp                      74           0
 10 rax                     148          74
## Basic Block at 0x00007fe06ebfada0
  3 rdi                      66          33
 10 rax                      99           0
 17 r14                      33          33
## Basic Block at 0x00007fe06ebfadb8
  4 rsi                       0          33
  5 rbp                      33           0
  6 rsp                      33          33
## Basic Block at 0x00007fe06ebfb120
  3 rdi                       0          36
  4 rsi                       0          36
  5 rbp                      36           0
  6 rsp                     504         252
 11 r8                        0          36
 12 r9                        0          36
 16 r13                      36           0
 18 r15                       0          36
## Basic Block at 0x00007fe06ebfacfd
 15 r12                      92           0
## Basic Block at 0x00007fe06ebfad02
  3 rdi                       0          46
  5 rbp                      46           0
  6 rsp                      46          46
  7 rbx                       0          46
 15 r12                      46           0
 16 r13                      46          46
## Basic Block at 0x00007fe06ebfad10
  7 rbx                      61          61
  8 rdx                     122         122
 10 rax                      61           0
## Basic Block at 0x00007fe06ebfad1b
## Basic Block at 0x00007fe06ebfae5c
  7 rbx                      16          16
 10 rax                      48          16
 17 r14                      16          16
## Basic Block at 0x00007fe06ebfae69
  3 rdi                       0          16
  6 rsp                      32          16
 16 r13                      32          16
## Basic Block at 0x00007fe06ebfae9c
  5 rbp                      16          16
 10 rax                      48          16
 16 r13                      16          16
## Basic Block at 0x00007fe06ebfaea9
  7 rbx                      16           0
## Basic Block at 0x00007fe06ebfaeb8
## Basic Block at 0x00007fe06ebfaefc
  7 rbx                      16          16
 10 rax                      48          16
 16 r13                      16          16
## Basic Block at 0x00007fe06ebfaf09
  5 rbp                      16           0
  6 rsp                      48           0
 10 rax                      16          16
 15 r12                      16           0
 16 r13                       0          16
## Basic Block at 0x00007fe06ebfaf32
  6 rsp                      12           0
 15 r12                      12           0
## Basic Block at 0x00007fe06ebfb164
  5 rbp                      28          28
  6 rsp                      28          28
 10 rax                      28           0
 17 r14                      28           0
 18 r15                      28           0
## Basic Block at 0x00007fe06ebfaf8a
## Basic Block at 0x00007fe06ebfaf92
  5 rbp                      16          16
  6 rsp                     128         128
  7 rbx                       0          16
 10 rax                       0          16
 15 r12                       0          16
 16 r13                       0          16
 17 r14                      32          16
 18 r15                       0          16
## Basic Block at 0x00007fe06ebfb164
  5 rbp                       8           8
  6 rsp                       8           8
 10 rax                       8           0
 17 r14                       8           0
 18 r15                       8           0
## Basic Block at 0x00007fe06ebfb085
  3 rdi                       0          20
  4 rsi                       0          20
  6 rsp                     280         140
  7 rbx                      20           0
  8 rdx                       0          20
 10 rax                      20           0
 11 r8                        0          20
 12 r9                        0          20
## Basic Block at 0x00007fe06ebfb0df
  7 rbx                      80          20
 10 rax                      20           0
 16 r13                      20           0
## Basic Block at 0x00007fe06ebfb0f4
## Basic Block at 0x00007fe06ebfaf81
## Basic Block at 0x00007fe06ebfaf8a
## Basic Block at 0x00007fe06ebfaf92
## Basic Block at 0x00007fe06ebf4698
  6 rsp                       1           1
## Basic Block at 0x00007fe06ebf46a0
  3 rdi                       0           1
  4 rsi                       2           1
  5 rbp                       1           0
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06ebf46b2
  3 rdi                       2           3
  4 rsi                       0           1
  5 rbp                       2           0
  6 rsp                       3           2
  8 rdx                       5           4
  9 rcx                       2           1
 10 rax                       2           0
 11 r8                        2           1
 17 r14                       0           1
 18 r15                       2           2
## Basic Block at 0x00007fe06ebf4707
  5 rbp                       1           0
  9 rcx                       0           1
 10 rax                       3           0
 11 r8                        0           1
 17 r14                       1           0
## Basic Block at 0x00007fe06ebf4729
## Basic Block at 0x00007fe06ebf4732
## Basic Block at 0x00007fe06ebf4840
  3 rdi                       3           3
  4 rsi                       4           3
  9 rcx                       3           1
 10 rax                       2           0
 11 r8                        3           0
## Basic Block at 0x00007fe06ebf486b
  3 rdi                       1           1
  4 rsi                       1           1
  9 rcx                       1           1
## Basic Block at 0x00007fe06ebf486e
## Basic Block at 0x00007fe06ebf4747
  3 rdi                       0           1
  6 rsp                       1           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf4756
## Basic Block at 0x00007fe06ebf4761
  6 rsp                       1           1
  8 rdx                       0           1
 15 r12                       1           0
## Basic Block at 0x00007fe06ebf4770
## Basic Block at 0x00007fe06ebf4778
## Basic Block at 0x00007fe06ebf4484
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
 10 rax                       1           1
## Basic Block at 0x00007fe06ebf48d0
  8 rdx                      46           0
## Basic Block at 0x00007fe06ebf48da
## Basic Block at 0x00007fe06ebf450e
## Basic Block at 0x00007fe06ebf4516
  5 rbp                       3           0
 10 rax                       1           1
 12 r9                        2           1
 15 r12                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf4544
 10 rax                       1           1
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf48e0
  8 rdx                      19           0
## Basic Block at 0x00007fe06ebf48ea
## Basic Block at 0x00007fe06ebf47f0
  8 rdx                     159           0
## Basic Block at 0x00007fe06ebf47fd
  3 rdi                     318         318
  8 rdx                     159           0
 10 rax                     159           0
 12 r9                      159           0
## Basic Block at 0x00007fe06ebf4815
  8 rdx                     471         157
  9 rcx                     314         157
 10 rax                     157           0
 15 r12                     157           0
 18 r15                     157           0
## Basic Block at 0x00007fe06ebf4826
  8 rdx                     156           0
  9 rcx                     312           0
 13 r10                       0         156
 15 r12                     156           0
 17 r14                     156           0
## Basic Block at 0x00007fe06ebf4833
## Basic Block at 0x00007fe06ebf48f0
  8 rdx                       6           0
## Basic Block at 0x00007fe06ebf48fa
## Basic Block at 0x00007fe06ec77370
  3 rdi                       3           0
  4 rsi                       3           0
  8 rdx                      18          12
  9 rcx                      15          15
 10 rax                      21           6
 11 r8                        3           0
## Basic Block at 0x00007fe06ec773bf
  6 rsp                       3           3
  8 rdx                       3           0
 10 rax                       0           3
## Basic Block at 0x00007fe06ebfad10
  7 rbx                       1           1
  8 rdx                       2           2
 10 rax                       1           0
## Basic Block at 0x00007fe06ebfad1b
## Basic Block at 0x00007fe06ebf4910
## Basic Block at 0x00007fe06ebf4919
  8 rdx                      89           0
## Basic Block at 0x00007fe06ebf4923
## Basic Block at 0x00007fe06ebf4815
  8 rdx                       9           3
  9 rcx                       6           3
 10 rax                       3           0
 15 r12                       3           0
 18 r15                       3           0
## Basic Block at 0x00007fe06ebf4826
  8 rdx                       2           0
  9 rcx                       4           0
 13 r10                       0           2
 15 r12                       2           0
 17 r14                       2           0
## Basic Block at 0x00007fe06ebf4833
## Basic Block at 0x00007fe06ec77210
  3 rdi                       1           0
  4 rsi                       6           5
  8 rdx                       7           5
  9 rcx                       4           2
 10 rax                       5           2
 11 r8                        3           1
 12 r9                        2           1
## Basic Block at 0x00007fe06ec772ba
## Basic Block at 0x00007fe06ec772ca
## Basic Block at 0x00007fe06ec770e0
  3 rdi                       1           0
  4 rsi                       2           0
  9 rcx                       0           1
## Basic Block at 0x00007fe06ec770ec
  3 rdi                       2           2
## Basic Block at 0x00007fe06ec7710f
  3 rdi                       4           0
  8 rdx                       4           4
 11 r8                        2           1
 12 r9                        1           0
 13 r10                       2           1
## Basic Block at 0x00007fe06ec7718e
  3 rdi                       1           0
  4 rsi                       2           2
  6 rsp                       1           1
  8 rdx                       2           1
  9 rcx                       1           1
 10 rax                       6           5
 11 r8                        4           3
 12 r9                        1           0
 13 r10                       2           1
## Basic Block at 0x00007fe06ebf40ad
  3 rdi                       0           1
 10 rax                       2           0
## Basic Block at 0x00007fe06ebf40b7
  3 rdi                       2           1
 10 rax                       2           0
## Basic Block at 0x00007fe06ebf40ca
## Basic Block at 0x00007fe06ebf3640
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
## Basic Block at 0x00007fe06ebf2dd0
  4 rsi                       1           0
  5 rbp                       1           0
  6 rsp                       9           7
  7 rbx                       1           1
 10 rax                       1           1
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf2e02
## Basic Block at 0x00007fe06ebf2ed4
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf2eda
  3 rdi                       0           1
  6 rsp                       2           1
  7 rbx                       1           0
  8 rdx                       2           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf2eeb
  5 rbp                      12          12
  6 rsp                      12           0
 10 rax                      36          12
 15 r12                      24          24
 18 r15                      12           0
## Basic Block at 0x00007fe06ebf2f05
  4 rsi                      12          12
  6 rsp                      12           0
  7 rbx                      12           0
  8 rdx                      12          12
## Basic Block at 0x00007fe06ebf2f12
  3 rdi                       0          11
  6 rsp                      11          11
  8 rdx                      11           0
## Basic Block at 0x00007fe06ebf2f23
## Basic Block at 0x00007fe06ebf2f29
## Basic Block at 0x00007fe06ebf2f32
## Basic Block at 0x00007fe06ebf2ed0
 18 r15                      24          12
## Basic Block at 0x00007fe06ebf2eda
  3 rdi                       0          11
  6 rsp                      22          11
  7 rbx                      11           0
  8 rdx                      22          11
 18 r15                      11           0
## Basic Block at 0x00007fe06ebf2f1d
## Basic Block at 0x00007fe06ebf2f29
## Basic Block at 0x00007fe06ebf2f32
## Basic Block at 0x00007fe06ebf2e7a
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
 15 r12                       1           1
## Basic Block at 0x00007fe06ebf2e8c
## Basic Block at 0x00007fe06ebf2e94
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
 15 r12                       1           0
## Basic Block at 0x00007fe06ebf2ea3
  6 rsp                       1           0
  9 rcx                       1           1
## Basic Block at 0x00007fe06ebf2eb7
## Basic Block at 0x00007fe06ebf2fe0
  3 rdi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
  7 rbx                       1           1
## Basic Block at 0x00007fe06ebf2fec
 10 rax                       2           0
## Basic Block at 0x00007fe06ebf2ff1
  3 rdi                       0           1
  4 rsi                       0           1
  5 rbp                       0           1
  6 rsp                       7           7
  7 rbx                       1           1
  8 rdx                       0           1
 10 rax                       1           0
 15 r12                       1           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe06ebf364d
 10 rax                       3           0
 18 r15                       0           1
## Basic Block at 0x00007fe06ebf3659
  6 rsp                       1           0
 15 r12                       0           1
## Basic Block at 0x00007fe06ebf3674
 17 r14                       1           0
## Basic Block at 0x00007fe06ebf367a
  7 rbx                       1           0
  9 rcx                       3           2
 10 rax                       1           1
 15 r12                       1           0
 16 r13                       0           1
 17 r14                       4           0
## Basic Block at 0x00007fe06ebf369a
  6 rsp                       1           1
  9 rcx                       1           0
## Basic Block at 0x00007fe06ebf6120
  3 rdi                       1           1
  4 rsi                       1           1
  8 rdx                       5           3
  9 rcx                       1           1
 10 rax                       3           3
## Basic Block at 0x00007fe06ebf6170
  3 rdi                       3           3
  4 rsi                       2           1
  6 rsp                       1           1
  8 rdx                       8           7
  9 rcx                       7           6
 10 rax                       9           3
## Basic Block at 0x00007fe06ebf369c
  3 rdi                       1           1
  5 rbp                       1           0
  9 rcx                       1           1
 10 rax                       1           1
 16 r13                       1           0
 17 r14                       1           0
## Basic Block at 0x00007fe06ebf36b1
  3 rdi                       1           0
 10 rax                       1           1
## Basic Block at 0x00007fe06ebf36bd
## Basic Block at 0x00007fe06ebf36ca
  9 rcx                      12           0
 10 rax                      12          12
 16 r13                      12           0
## Basic Block at 0x00007fe06ebf36db
  3 rdi                       1           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf36e7
  3 rdi                       1           0
 10 rax                       1           1
## Basic Block at 0x00007fe06ebf3670
 17 r14                      24          12
## Basic Block at 0x00007fe06ebf367a
  7 rbx                      11           0
  9 rcx                      33          22
 10 rax                      11          11
 15 r12                      11           0
 16 r13                       0          11
 17 r14                      44           0
## Basic Block at 0x00007fe06ebf369a
## Basic Block at 0x00007fe06ebf369c
  3 rdi                      11          11
  5 rbp                      11           0
  9 rcx                      11          11
 10 rax                      11          11
 16 r13                      11           0
 17 r14                      11           0
## Basic Block at 0x00007fe06ebf36b1
  3 rdi                      11           0
 10 rax                      11          11
## Basic Block at 0x00007fe06ebf36bd
## Basic Block at 0x00007fe06ebf36f8
 10 rax                       1           1
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf3328
## Basic Block at 0x00007fe06ebf3332
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       3           3
## Basic Block at 0x00007fe06ddfa260
  3 rdi                       3           0
  5 rbp                       1           0
  6 rsp                       3           3
  7 rbx                       1           0
 11 r8                        0           1
## Basic Block at 0x00007fe06ddfa28c
## Basic Block at 0x00007fe06ddfa29c
## Basic Block at 0x00007fe06ddfa330
  3 rdi                      18           0
  5 rbp                       6           6
## Basic Block at 0x00007fe06ddfa34d
 11 r8                       12           0
## Basic Block at 0x00007fe06ddfa36b
## Basic Block at 0x00007fe06ddfa372
## Basic Block at 0x00007fe06ddfa37b
## Basic Block at 0x00007fe06ddfa2d4
  5 rbp                       0          18
  6 rsp                      72          72
  7 rbx                       0          18
## Basic Block at 0x00007fe06ebf334f
  3 rdi                       0           1
  6 rsp                       2           1
## Basic Block at 0x00007fe06ebf3359
  3 rdi                       0           1
  6 rsp                       2           1
## Basic Block at 0x00007fe06ebf3363
## Basic Block at 0x00007fe06ebf314a
  6 rsp                       2           0
  8 rdx                       2           4
 10 rax                       0           2
 18 r15                       2           0
## Basic Block at 0x00007fe06ebf3164
  5 rbp                       0           2
  6 rsp                      16          16
  7 rbx                       0           2
 15 r12                       0           2
 16 r13                       0           2
 17 r14                       0           2
 18 r15                       0           2
## Basic Block at 0x00005647bb80eecc
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00005647bb80e920
## Basic Block at 0x00007fe06ebf69a0
  3 rdi                       2           0
  5 rbp                       1           0
  6 rsp                       7           7
  7 rbx                       1           0
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf69b6
  3 rdi                       1           0
## Basic Block at 0x00007fe06ebf69bb
## Basic Block at 0x00007fe06ebf69d0
  3 rdi                       1           0
  4 rsi                       1           0
  5 rbp                       0           1
 15 r12                       0           1
## Basic Block at 0x00007fe06ebf69e0
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       3           3
## Basic Block at 0x00007fe06ddf9880
  3 rdi                       2           0
  5 rbp                       1           0
  6 rsp                       7           7
  7 rbx                       1           1
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ddf98a1
  3 rdi                       1           0
  7 rbx                       1           0
## Basic Block at 0x00007fe06ddf98b0
  7 rbx                       1           0
 15 r12                       0           1
## Basic Block at 0x00007fe06ebf69fd
 10 rax                       1           1
 16 r13                       2           1
## Basic Block at 0x00007fe06ebf6a10
## Basic Block at 0x00007fe06ebf6ac8
 15 r12                       2           0
 18 r15                       0           1
## Basic Block at 0x00007fe06ebf6ad4
  3 rdi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
## Basic Block at 0x00007fe06ebf6adc
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       2           0
 17 r14                       0           1
## Basic Block at 0x00007fe06ebf6ae9
  7 rbx                       0           1
 10 rax                       3           0
## Basic Block at 0x00007fe06ebf6af5
  3 rdi                       0           1
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
  8 rdx                       0           1
 10 rax                       1           0
 17 r14                       1           0
## Basic Block at 0x00007fe06ebf6b04
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
 15 r12                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ed30890
  3 rdi                       1           0
  4 rsi                       1           0
## Basic Block at 0x00007fe06ed308c0
## Basic Block at 0x00007fe06ed308f6
## Basic Block at 0x00007fe06ebf6b0f
## Basic Block at 0x00007fe06ebf6b13
  7 rbx                       2           0
 16 r13                       2           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ebf6b28
## Basic Block at 0x00007fe06ebf6bb0
  7 rbx                       2           0
 10 rax                       1           1
 16 r13                       1           0
## Basic Block at 0x00007fe06ebf6a87
 10 rax                       1           1
## Basic Block at 0x00007fe06ebf6a9f
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       3           3
## Basic Block at 0x00007fe06ddfa260
  3 rdi                       3           0
  5 rbp                       1           0
  6 rsp                       3           3
  7 rbx                       1           0
 11 r8                        0           1
## Basic Block at 0x00007fe06ddfa28c
## Basic Block at 0x00007fe06ddfa29c
## Basic Block at 0x00007fe06ebf6abc
## Basic Block at 0x00007fe06ebf69bb
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       0           1
 10 rax                       0           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       1           1
## Basic Block at 0x00005647bb80eedf
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00005647bb80e8e0
## Basic Block at 0x00007fe06ebfaaf0
  3 rdi                       2           0
  5 rbp                       1           0
  6 rsp                       3           3
  7 rbx                       1           1
## Basic Block at 0x00007fe06ebfab06
  3 rdi                       1           0
  7 rbx                       0           1
## Basic Block at 0x00007fe06ebfab13
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       3           3
## Basic Block at 0x00007fe06ddf9880
  3 rdi                       2           0
  5 rbp                       1           0
  6 rsp                       7           7
  7 rbx                       1           1
 15 r12                       1           0
 16 r13                       1           0
 17 r14                       1           0
 18 r15                       1           0
## Basic Block at 0x00007fe06ddf98a1
  3 rdi                       1           0
  7 rbx                       1           0
## Basic Block at 0x00007fe06ddf98b0
  7 rbx                       1           0
 15 r12                       0           1
## Basic Block at 0x00007fe06ddf98eb
  5 rbp                       0           1
  6 rsp                       8           8
  7 rbx                       1           1
 15 r12                       0           1
 16 r13                       0           1
 17 r14                       0           1
 18 r15                       0           1
## Basic Block at 0x00007fe06ebfab30
  5 rbp                       0           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06ebfab3c
## Basic Block at 0x00007fe06ebfab5c
## Basic Block at 0x00007fe06ebfaba0
  3 rdi                       0           1
  4 rsi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06ed30ad0
  3 rdi                       2           0
  4 rsi                       2           0
## Basic Block at 0x00007fe06ed30b00
## Basic Block at 0x00007fe06ed30b36
## Basic Block at 0x00007fe06ebfabaf
## Basic Block at 0x00007fe06ebfabb3
  3 rdi                       0           1
  4 rsi                       0           1
  5 rbp                       1           0
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06ebfabbe
## Basic Block at 0x00007fe06ebfabc2
## Basic Block at 0x00007fe06ebfabd8
  3 rdi                       0           1
  6 rsp                       1           1
  7 rbx                       1           0
## Basic Block at 0x00007fe06ebfabe0
  7 rbx                       0           1
 10 rax                       3           0
## Basic Block at 0x00007fe06ebfabe8
 10 rax                       1           1
## Basic Block at 0x00007fe06ebfab4d
  5 rbp                       1           0
  8 rdx                       1           1
 10 rax                       1           0
## Basic Block at 0x00007fe06ebfab5c
## Basic Block at 0x00007fe06ebfab61
## Basic Block at 0x00007fe06ebfab69
## Basic Block at 0x00007fe06ebfab73
  3 rdi                       0           1
  6 rsp                       1           1
 10 rax                       3           3
## Basic Block at 0x00007fe06ddfa260
  3 rdi                       3           0
  5 rbp                       1           0
  6 rsp                       3           3
  7 rbx                       1           0
 11 r8                        0           1
## Basic Block at 0x00007fe06ddfa28c
## Basic Block at 0x00007fe06ddfa29c
## Basic Block at 0x00007fe06ebfab90
  5 rbp                       0           1
  6 rsp                       4           4
  7 rbx                       1           1
 10 rax                       0           1
## Basic Block at 0x00005647bb80eeeb
  3 rdi                       0           1
  6 rsp                       1           1
## Basic Block at 0x00005647bb821340
 10 rax                       2           1
